Order ID,Customer ID,Customer Name,Product,Category,Size,Location,Region,Total Sale,Quantity,Payment Method,Payment Confirmation,Date,Process Timestamp,Status,Customer Type,Order Source,Discount Applied,Discount Amount,Shipping Cost,Tax,Delivery Time (days),Employee Assigned,Warranty Period (days),Return Requested,Review Score,Feedback,Raw Materials Used,Raw Materials Cost (INR)
ORD1215,8004,Neha,Fly Ash Brick,Commercial,Large,Mumbai,West,24194,1726,Card,Yes,2023-09-21,2023-09-21 21:00:00,Pending,New,Website,Yes,3842,2836,1618,1,Agent C,302,Yes,1,Excellent,"Gravel, Cement",1020
ORD1216,3958,Anita,Refractory Brick,Industrial,Small,Kolkata,East,22733,1521,Card,Yes,2023-11-18,2023-11-18 05:13:00,In Progress,New,Website,No,0,2268,1257,2,Agent A,73,Yes,5,Excellent,"Admixture, Water",1050
ORD1217,8677,Neha,Refractory Brick,Residential,Large,Kolkata,East,41410,712,Cash,Yes,2023-09-25,2023-09-25 17:54:00,Completed,New,Walk-in,Yes,380,2243,4468,5,Agent C,355,Yes,5,Excellent,"Cement, Sand, Water",1820
ORD1218,8923,Neha,Clay Brick,Residential,Small,Delhi,North,57043,1478,Card,Yes,2023-02-09,2023-02-09 18:05:00,Pending,Returning,Website,Yes,48,1914,7061,5,Agent B,143,Yes,2,Very Poor,"Gravel, Admixture, Cement, Fly Ash",2970
ORD1219,6818,Vikram,Cement Brick,Commercial,Small,Bangalore,South,68645,1727,Card,Yes,2023-10-17,2023-10-17 10:32:00,In Progress,Returning,Phone,No,0,2720,5196,3,Agent B,316,Yes,4,Poor,"Fly Ash, Gravel, Admixture, Sand",3240
ORD1220,5442,Riya,Fly Ash Brick,Residential,Medium,Chennai,South,40299,1323,Online,No,2023-01-29,2023-01-29 02:13:00,Completed,New,Phone,No,0,2125,3876,3,Agent A,35,No,3,Good,"Gravel, Admixture",2320
ORD1221,5563,Arjun,Fly Ash Brick,Industrial,Medium,Bangalore,South,47726,994,Cash,No,2023-12-06,2023-12-06 22:31:00,Pending,New,App,Yes,400,2349,4841,2,Agent C,166,No,2,Excellent,"Admixture, Fly Ash, Cement",4550
ORD1222,8194,Anita,Cement Brick,Residential,Large,Chennai,South,78080,1510,Online,No,2023-09-10,2023-09-10 05:13:00,Completed,New,Walk-in,No,0,2572,5963,6,Agent B,301,Yes,3,Poor,"Gravel, Cement, Sand, Fly Ash",1550
ORD1223,6456,Vikram,Cement Brick,Commercial,Large,Bangalore,South,61986,1315,Online,Yes,2023-03-30,2023-03-30 15:59:00,Completed,Returning,App,No,0,1839,3331,3,Agent C,130,No,3,Excellent,"Sand, Admixture, Water",2290
ORD1224,1772,Pooja,Fly Ash Brick,Commercial,Medium,Delhi,North,66698,1131,Card,No,2023-11-14,2023-11-14 03:46:00,In Progress,Returning,Walk-in,No,0,1190,5395,6,Agent C,319,Yes,1,Average,"Water, Admixture, Fly Ash, Cement",2540
ORD1225,1221,Anita,Concrete Brick,Industrial,Large,Delhi,North,43201,503,Card,Yes,2023-12-11,2023-12-11 15:30:00,Pending,Returning,Website,Yes,4360,1883,6078,1,Agent B,204,No,1,Average,"Cement, Water, Fly Ash",770
ORD1226,3631,Sanjay,Cement Brick,Residential,Medium,Kolkata,East,74511,892,Online,Yes,2023-06-22,2023-06-22 15:39:00,In Progress,New,Walk-in,Yes,450,2623,5270,3,Agent A,95,No,1,Very Poor,"Fly Ash, Gravel",920
ORD1227,7169,Sanjay,Fly Ash Brick,Commercial,Small,Delhi,North,69767,1949,Online,Yes,2023-09-29,2023-09-29 21:33:00,Completed,New,App,Yes,4048,1332,5674,10,Agent C,207,No,2,Excellent,"Gravel, Sand",580
ORD1228,7392,Neha,Cement Brick,Industrial,Large,Bangalore,South,37485,1516,Cash,No,2023-12-24,2023-12-24 05:22:00,Completed,Returning,Walk-in,Yes,4387,641,4994,9,Agent A,35,Yes,5,Good,"Water, Fly Ash, Admixture, Cement",3670
ORD1229,2350,Vikram,Clay Brick,Residential,Medium,Delhi,North,79336,1337,Online,No,2023-05-08,2023-05-08 21:43:00,Completed,New,App,Yes,4438,1892,11276,9,Agent D,108,No,1,Excellent,"Sand, Gravel, Fly Ash",1280
ORD1230,1537,Arjun,Refractory Brick,Residential,Large,Bangalore,South,15078,1417,Cash,Yes,2023-02-24,2023-02-24 04:05:00,Pending,New,Walk-in,No,0,2050,1298,8,Agent B,362,Yes,2,Average,"Water, Cement, Fly Ash",1510
ORD1231,4761,Karan,Refractory Brick,Commercial,Small,Kolkata,East,41396,815,Cash,Yes,2023-05-12,2023-05-12 00:42:00,Completed,Returning,Walk-in,Yes,2745,2903,5011,1,Agent A,330,Yes,1,Good,"Water, Sand",270
ORD1232,6468,Neha,Fly Ash Brick,Commercial,Large,Kolkata,East,35990,688,Card,No,2023-12-05,2023-12-05 01:14:00,In Progress,Returning,Walk-in,Yes,4107,1402,2555,5,Agent A,230,No,2,Good,"Fly Ash, Cement",1800
ORD1233,7694,Sanjay,Refractory Brick,Residential,Medium,Mumbai,West,59356,1341,Cash,No,2023-08-31,2023-08-31 21:19:00,In Progress,Returning,Walk-in,Yes,4599,1547,8274,1,Agent C,177,Yes,1,Average,"Cement, Sand",410
ORD1234,4167,Neha,Clay Brick,Residential,Large,Kolkata,East,28442,1282,Cash,Yes,2023-12-19,2023-12-19 02:28:00,In Progress,New,App,Yes,3370,2999,1500,9,Agent D,352,No,3,Excellent,"Water, Admixture, Sand",2670
ORD1235,8131,Pooja,Cement Brick,Industrial,Small,Bangalore,South,67130,1670,Card,Yes,2023-07-23,2023-07-23 14:13:00,Completed,New,Website,No,0,1750,6637,10,Agent D,162,No,1,Excellent,"Gravel, Sand, Admixture, Fly Ash",2400
ORD1236,3335,Pooja,Clay Brick,Residential,Medium,Bangalore,South,59945,897,Cash,Yes,2023-07-23,2023-07-23 03:25:00,Completed,Returning,Phone,No,0,2884,6823,1,Agent A,321,Yes,1,Average,"Admixture, Gravel, Water, Sand",1070
ORD1237,8631,Karan,Clay Brick,Industrial,Small,Delhi,North,68823,1479,Card,Yes,2023-06-14,2023-06-14 00:21:00,Completed,New,Walk-in,No,0,1516,9344,5,Agent D,276,Yes,1,Average,"Fly Ash, Water, Sand",740
ORD1238,7945,Karan,Fly Ash Brick,Residential,Medium,Delhi,North,44020,1536,Card,Yes,2023-06-09,2023-06-09 16:12:00,Pending,New,App,Yes,4722,2133,5590,3,Agent D,360,No,3,Average,"Fly Ash, Admixture, Cement",2850
ORD1239,4679,Karan,Refractory Brick,Industrial,Medium,Chennai,South,62571,1336,Online,Yes,2023-07-03,2023-07-03 15:43:00,Completed,Returning,App,No,0,1487,7385,10,Agent D,194,Yes,1,Good,"Gravel, Cement, Sand, Admixture",3990
ORD1240,4301,Sanjay,Cement Brick,Residential,Large,Delhi,North,51107,750,Card,No,2023-11-19,2023-11-19 11:18:00,In Progress,Returning,Website,No,0,1776,2660,3,Agent A,149,No,2,Good,"Cement, Sand, Water, Gravel",1660
ORD1241,1781,Riya,Clay Brick,Industrial,Medium,Kolkata,East,64683,1365,Cash,No,2023-01-08,2023-01-08 16:02:00,Completed,Returning,Phone,No,0,1658,5688,10,Agent A,356,Yes,4,Poor,"Fly Ash, Water, Admixture",3040
ORD1242,9864,Pooja,Refractory Brick,Industrial,Medium,Bangalore,South,54739,1725,Card,Yes,2023-12-21,2023-12-21 21:05:00,Pending,New,App,Yes,4241,588,3511,2,Agent C,173,No,1,Average,"Fly Ash, Cement, Admixture, Water",2130
ORD1243,5114,Arjun,Fly Ash Brick,Residential,Medium,Delhi,North,72574,1626,Cash,No,2023-04-10,2023-04-10 01:54:00,Pending,New,Phone,Yes,4752,2562,6591,6,Agent D,43,Yes,4,Good,"Gravel, Sand, Fly Ash",1160
ORD1244,2379,Anita,Cement Brick,Residential,Large,Delhi,North,48734,1584,Cash,Yes,2023-09-12,2023-09-12 00:29:00,In Progress,Returning,App,Yes,2295,1100,3486,2,Agent C,346,No,4,Average,"Admixture, Water, Fly Ash",1810
ORD1245,9718,Pooja,Cement Brick,Residential,Large,Bangalore,South,18100,670,Cash,No,2023-10-06,2023-10-06 16:50:00,Completed,Returning,Phone,Yes,3250,1455,1763,4,Agent D,150,No,4,Very Poor,"Sand, Water, Fly Ash, Gravel",1170
ORD1246,1662,Riya,Fly Ash Brick,Industrial,Medium,Delhi,North,73513,1390,Card,No,2023-01-31,2023-01-31 06:06:00,Pending,New,Walk-in,Yes,81,2705,7206,9,Agent A,363,Yes,2,Average,"Cement, Fly Ash, Sand",1010
ORD1247,9212,Sanjay,Concrete Brick,Commercial,Medium,Bangalore,South,51952,758,Cash,No,2023-01-13,2023-01-13 14:16:00,Pending,Returning,Phone,Yes,3065,1005,2632,10,Agent C,202,No,5,Excellent,"Sand, Fly Ash",320
ORD1248,5810,Neha,Clay Brick,Industrial,Small,Mumbai,West,39021,586,Online,No,2023-08-28,2023-08-28 16:12:00,Completed,New,Website,Yes,579,1469,5332,2,Agent A,149,No,5,Excellent,"Cement, Fly Ash, Water, Gravel",2060
ORD1249,4325,Pooja,Clay Brick,Residential,Small,Mumbai,West,62334,650,Card,Yes,2023-03-31,2023-03-31 16:04:00,Pending,Returning,App,No,0,1780,4650,1,Agent D,180,Yes,3,Good,"Cement, Gravel, Sand, Water",1360
ORD1250,7901,Pooja,Fly Ash Brick,Residential,Large,Kolkata,East,16969,689,Online,No,2023-01-22,2023-01-22 01:49:00,In Progress,New,Website,Yes,2679,2240,1759,5,Agent A,269,Yes,1,Good,"Water, Admixture, Cement, Sand",3210
ORD1251,7124,Arjun,Refractory Brick,Commercial,Medium,Kolkata,East,60589,1374,Card,Yes,2023-06-27,2023-06-27 23:51:00,Pending,Returning,App,Yes,4216,1307,4694,7,Agent D,77,No,1,Very Poor,"Sand, Fly Ash",920
ORD1252,6853,Arjun,Refractory Brick,Commercial,Medium,Bangalore,South,57654,1552,Card,Yes,2023-10-24,2023-10-24 18:07:00,Completed,New,Walk-in,No,0,711,6617,1,Agent C,211,No,5,Very Poor,"Admixture, Fly Ash",2700
ORD1253,4119,Riya,Concrete Brick,Residential,Small,Kolkata,East,63255,1789,Cash,No,2023-03-28,2023-03-28 15:16:00,Completed,New,Phone,Yes,2400,1710,7225,8,Agent B,216,Yes,1,Average,"Sand, Cement, Fly Ash",1800
ORD1254,4780,Anita,Cement Brick,Commercial,Medium,Kolkata,East,51183,1133,Card,Yes,2023-04-02,2023-04-02 07:06:00,In Progress,New,Phone,No,0,2077,4419,6,Agent B,137,Yes,2,Very Poor,"Cement, Fly Ash, Admixture, Sand",3660
ORD1255,8986,Sanjay,Cement Brick,Residential,Small,Mumbai,West,46167,665,Cash,No,2023-03-03,2023-03-03 21:34:00,In Progress,Returning,Website,No,0,1094,3674,5,Agent D,280,Yes,5,Good,"Gravel, Fly Ash, Water, Admixture",2770
ORD1256,6080,Arjun,Concrete Brick,Residential,Medium,Delhi,North,49297,1932,Card,Yes,2023-02-15,2023-02-15 05:15:00,In Progress,Returning,Website,Yes,1736,2523,4568,1,Agent A,179,No,3,Very Poor,"Sand, Fly Ash, Gravel, Admixture",2520
ORD1257,5491,Neha,Concrete Brick,Residential,Large,Bangalore,South,18160,756,Cash,No,2023-03-02,2023-03-02 09:22:00,Pending,Returning,Phone,Yes,3817,1563,1339,2,Agent D,36,No,3,Very Poor,"Cement, Water",1420
ORD1258,8634,Riya,Fly Ash Brick,Industrial,Large,Kolkata,East,63899,707,Cash,No,2023-05-22,2023-05-22 16:49:00,Completed,New,App,No,0,1057,8004,1,Agent B,257,Yes,4,Very Poor,"Cement, Admixture",2700
ORD1259,3787,Sanjay,Clay Brick,Commercial,Medium,Mumbai,West,71642,1677,Card,Yes,2023-02-19,2023-02-19 12:03:00,Pending,Returning,Website,Yes,690,1489,5456,2,Agent A,311,Yes,5,Good,"Sand, Gravel",340
ORD1260,7955,Karan,Refractory Brick,Residential,Large,Mumbai,West,35982,697,Card,No,2023-07-06,2023-07-06 22:23:00,Pending,New,App,Yes,4852,1312,3694,3,Agent C,214,Yes,4,Poor,"Admixture, Cement, Fly Ash",4650
ORD1261,7006,Anita,Cement Brick,Residential,Medium,Chennai,South,20844,1555,Cash,Yes,2023-06-30,2023-06-30 06:36:00,In Progress,New,Walk-in,Yes,3848,794,2862,2,Agent B,298,No,5,Excellent,"Admixture, Sand, Fly Ash, Cement",4100
ORD1262,8157,Pooja,Fly Ash Brick,Commercial,Medium,Kolkata,East,49672,1230,Card,Yes,2023-05-23,2023-05-23 20:28:00,Pending,Returning,Phone,No,0,2457,3159,7,Agent D,320,Yes,4,Very Poor,"Admixture, Sand",2740
ORD1263,7014,Neha,Refractory Brick,Industrial,Small,Mumbai,West,72156,904,Online,No,2023-08-14,2023-08-14 02:55:00,In Progress,New,Website,Yes,3115,1946,3628,4,Agent A,355,No,3,Good,"Cement, Admixture, Gravel, Water",2310
ORD1264,5887,Riya,Cement Brick,Commercial,Large,Mumbai,West,33608,961,Online,Yes,2023-06-17,2023-06-17 06:08:00,In Progress,Returning,Website,No,0,2614,2622,5,Agent D,141,Yes,3,Very Poor,"Admixture, Water, Fly Ash",1950
ORD1265,2526,Neha,Fly Ash Brick,Commercial,Large,Mumbai,West,70029,632,Online,Yes,2023-03-27,2023-03-27 18:40:00,In Progress,New,Walk-in,Yes,2254,2635,9022,9,Agent A,35,Yes,1,Average,"Fly Ash, Sand, Admixture, Gravel",1400
ORD1266,9024,Anita,Fly Ash Brick,Residential,Large,Chennai,South,39281,1071,Cash,Yes,2023-11-09,2023-11-09 09:04:00,Completed,Returning,Website,No,0,2966,5161,8,Agent C,207,Yes,4,Good,"Gravel, Sand, Admixture, Fly Ash",2660
ORD1267,2729,Karan,Cement Brick,Residential,Medium,Bangalore,South,37562,1019,Card,No,2023-08-07,2023-08-07 00:37:00,Completed,New,App,No,0,1721,5477,8,Agent A,120,Yes,2,Good,"Cement, Fly Ash, Admixture, Water",1760
ORD1268,4157,Sanjay,Fly Ash Brick,Residential,Large,Kolkata,East,24874,1780,Online,No,2023-04-07,2023-04-07 23:00:00,Completed,Returning,App,No,0,2486,1402,5,Agent C,233,Yes,2,Poor,"Water, Fly Ash",1030
ORD1269,6843,Pooja,Fly Ash Brick,Industrial,Large,Kolkata,East,16850,574,Cash,No,2023-02-24,2023-02-24 17:13:00,Pending,Returning,App,Yes,4012,2505,1773,3,Agent A,150,No,3,Average,"Cement, Sand",940
ORD1270,3725,Karan,Clay Brick,Commercial,Large,Kolkata,East,35230,934,Cash,Yes,2023-07-09,2023-07-09 05:50:00,In Progress,Returning,Website,No,0,1653,2072,5,Agent C,33,Yes,4,Average,"Cement, Admixture",2550
ORD1271,9819,Sanjay,Clay Brick,Residential,Large,Mumbai,West,39083,1883,Card,Yes,2023-03-30,2023-03-30 08:20:00,Pending,Returning,Phone,No,0,2030,2907,3,Agent B,122,No,4,Excellent,"Sand, Water, Fly Ash, Admixture",3170
ORD1272,6367,Neha,Clay Brick,Residential,Small,Delhi,North,61385,1605,Cash,Yes,2023-04-11,2023-04-11 19:51:00,Completed,Returning,App,No,0,2550,8575,8,Agent C,33,Yes,3,Very Poor,"Fly Ash, Water",240
ORD1273,3230,Neha,Concrete Brick,Industrial,Small,Mumbai,West,72582,1258,Online,No,2023-11-02,2023-11-02 23:08:00,Completed,Returning,Walk-in,No,0,1460,6148,2,Agent C,78,Yes,5,Poor,"Gravel, Sand, Cement, Fly Ash",2460
ORD1274,8440,Anita,Clay Brick,Residential,Large,Bangalore,South,27173,1903,Cash,No,2023-04-23,2023-04-23 02:34:00,In Progress,New,App,No,0,1192,2777,2,Agent D,130,Yes,1,Good,"Sand, Admixture, Water",2580
ORD1275,7568,Vikram,Cement Brick,Commercial,Medium,Mumbai,West,53341,1036,Cash,No,2023-04-17,2023-04-17 15:39:00,In Progress,New,Phone,Yes,2972,2203,6191,5,Agent B,216,Yes,2,Average,"Cement, Sand, Water",1920
ORD1276,3489,Arjun,Cement Brick,Commercial,Large,Kolkata,East,52059,1423,Card,Yes,2023-04-13,2023-04-13 09:25:00,Pending,New,App,No,0,1256,7401,5,Agent B,215,No,1,Poor,"Water, Gravel, Admixture",1100
ORD1277,9228,Anita,Cement Brick,Commercial,Medium,Bangalore,South,23534,1665,Online,No,2023-09-04,2023-09-04 03:02:00,Completed,Returning,Phone,No,0,1955,1890,1,Agent A,82,Yes,4,Good,"Sand, Cement, Fly Ash, Gravel",1810
ORD1278,8290,Neha,Clay Brick,Industrial,Large,Bangalore,South,23504,1752,Cash,No,2023-03-04,2023-03-04 06:48:00,Completed,Returning,App,No,0,2900,2641,1,Agent D,125,Yes,4,Very Poor,"Sand, Admixture, Water",1820
ORD1279,4775,Arjun,Cement Brick,Commercial,Small,Delhi,North,49178,1965,Cash,No,2023-07-11,2023-07-11 07:53:00,Pending,Returning,Website,No,0,2737,2910,1,Agent A,346,Yes,4,Excellent,"Fly Ash, Cement, Water",1000
ORD1280,4005,Pooja,Refractory Brick,Industrial,Small,Delhi,North,62533,1659,Cash,No,2023-12-25,2023-12-25 21:53:00,Completed,Returning,Website,Yes,117,2297,9309,6,Agent D,130,Yes,3,Poor,"Sand, Water, Cement",980
ORD1281,9879,Vikram,Concrete Brick,Residential,Large,Mumbai,West,73288,1287,Card,Yes,2023-09-26,2023-09-26 07:30:00,Pending,Returning,Walk-in,No,0,1805,10106,4,Agent B,141,Yes,4,Excellent,"Sand, Fly Ash",1180
ORD1282,4099,Anita,Clay Brick,Commercial,Large,Kolkata,East,67763,1981,Online,No,2023-09-09,2023-09-09 09:25:00,Pending,New,Walk-in,No,0,1001,5991,10,Agent B,45,Yes,2,Very Poor,"Sand, Fly Ash",700
ORD1283,2377,Karan,Fly Ash Brick,Commercial,Small,Mumbai,West,31670,1799,Online,Yes,2023-11-30,2023-11-30 12:26:00,Completed,Returning,Walk-in,No,0,2032,1627,2,Agent A,224,Yes,4,Average,"Admixture, Sand, Cement",4200
ORD1284,4034,Anita,Clay Brick,Industrial,Large,Bangalore,South,55015,701,Cash,Yes,2023-07-06,2023-07-06 07:42:00,In Progress,Returning,Phone,Yes,2578,2897,3836,7,Agent A,199,No,4,Average,"Fly Ash, Gravel, Admixture",2000
ORD1285,5766,Riya,Cement Brick,Residential,Large,Kolkata,East,39377,839,Card,No,2023-01-03,2023-01-03 15:01:00,Pending,New,Website,Yes,3388,2683,2405,8,Agent A,175,No,2,Average,"Fly Ash, Water",840
ORD1286,9296,Karan,Fly Ash Brick,Residential,Medium,Chennai,South,42524,1944,Online,Yes,2023-08-17,2023-08-17 21:19:00,Pending,Returning,Walk-in,No,0,550,2224,6,Agent D,228,Yes,4,Very Poor,"Gravel, Sand, Cement",1200
ORD1287,7331,Neha,Clay Brick,Residential,Small,Delhi,North,76705,1093,Cash,Yes,2023-04-16,2023-04-16 22:51:00,Completed,New,Website,No,0,2137,4599,3,Agent C,99,No,3,Poor,"Admixture, Water, Cement, Fly Ash",2060
ORD1288,7547,Anita,Fly Ash Brick,Commercial,Medium,Kolkata,East,34166,1756,Card,No,2023-05-28,2023-05-28 11:28:00,Pending,New,App,Yes,633,1155,3563,6,Agent D,272,Yes,1,Average,"Admixture, Sand, Fly Ash",3060
ORD1289,4756,Pooja,Fly Ash Brick,Residential,Large,Bangalore,South,60246,1143,Cash,No,2023-10-18,2023-10-18 07:13:00,In Progress,New,App,No,0,2842,4135,3,Agent A,120,No,3,Poor,"Water, Gravel, Cement",790
ORD1290,4998,Riya,Cement Brick,Commercial,Large,Mumbai,West,38620,667,Online,No,2023-10-29,2023-10-29 15:52:00,In Progress,New,App,Yes,2083,1314,4060,7,Agent D,341,No,5,Excellent,"Gravel, Cement, Fly Ash, Admixture",5220
ORD1291,6264,Vikram,Refractory Brick,Industrial,Large,Chennai,South,21644,910,Online,No,2023-03-29,2023-03-29 21:15:00,In Progress,New,App,No,0,2647,1379,10,Agent A,270,No,2,Poor,"Water, Fly Ash, Cement",2410
ORD1292,1629,Vikram,Cement Brick,Industrial,Medium,Delhi,North,54666,1528,Cash,No,2023-07-27,2023-07-27 01:55:00,Completed,Returning,Walk-in,Yes,1638,897,6159,5,Agent A,263,No,1,Good,"Water, Admixture, Cement, Gravel",2600
ORD1293,8084,Karan,Refractory Brick,Commercial,Small,Delhi,North,68822,953,Cash,Yes,2023-03-02,2023-03-02 11:42:00,In Progress,New,Walk-in,No,0,1643,4867,9,Agent D,271,Yes,1,Very Poor,"Gravel, Cement, Fly Ash, Admixture",4970
ORD1294,2663,Sanjay,Refractory Brick,Industrial,Small,Kolkata,East,61602,853,Online,Yes,2023-12-30,2023-12-30 10:10:00,In Progress,Returning,Phone,Yes,3632,2207,8789,2,Agent A,204,Yes,3,Good,"Admixture, Sand",2620
ORD1295,3213,Sanjay,Clay Brick,Commercial,Medium,Kolkata,East,50442,605,Online,No,2023-01-09,2023-01-09 07:48:00,Pending,New,App,Yes,618,1171,4751,4,Agent A,293,Yes,4,Poor,"Admixture, Fly Ash, Water, Sand",1660
ORD1296,9285,Arjun,Fly Ash Brick,Residential,Large,Chennai,South,24560,902,Card,No,2023-04-11,2023-04-11 09:51:00,In Progress,New,Website,Yes,3312,2792,1455,9,Agent A,227,No,5,Excellent,"Sand, Water, Fly Ash, Cement",2730
ORD1297,1738,Anita,Fly Ash Brick,Industrial,Large,Kolkata,East,26921,936,Online,Yes,2023-09-21,2023-09-21 11:41:00,In Progress,Returning,Website,Yes,4157,1142,3015,9,Agent C,104,Yes,2,Excellent,"Admixture, Cement, Fly Ash, Sand",2130
ORD1298,7533,Pooja,Concrete Brick,Residential,Large,Delhi,North,37058,1381,Online,Yes,2023-05-22,2023-05-22 13:46:00,Pending,New,Walk-in,No,0,850,2080,9,Agent B,232,No,1,Very Poor,"Sand, Admixture",2740
ORD1299,3115,Sanjay,Cement Brick,Residential,Large,Delhi,North,54994,1491,Online,No,2023-04-18,2023-04-18 01:32:00,Pending,New,Website,No,0,1207,3804,10,Agent D,55,No,4,Poor,"Sand, Cement, Admixture",3520
ORD1300,4391,Pooja,Clay Brick,Residential,Medium,Kolkata,East,78824,857,Cash,Yes,2023-06-03,2023-06-03 19:48:00,Pending,New,Phone,No,0,2373,11457,4,Agent C,90,Yes,1,Poor,"Fly Ash, Gravel, Admixture, Sand",1580
ORD1301,9988,Vikram,Clay Brick,Industrial,Medium,Bangalore,South,70703,1811,Cash,No,2023-08-04,2023-08-04 14:24:00,Completed,Returning,Website,Yes,2444,2847,5149,2,Agent C,78,No,2,Very Poor,"Gravel, Fly Ash",1400
ORD1302,5608,Karan,Fly Ash Brick,Industrial,Small,Bangalore,South,32576,1020,Cash,Yes,2023-09-06,2023-09-06 09:28:00,Completed,Returning,App,No,0,1682,2635,4,Agent B,236,No,2,Poor,"Cement, Fly Ash, Gravel, Sand",1920
ORD1303,6895,Riya,Fly Ash Brick,Commercial,Medium,Kolkata,East,32739,1416,Cash,Yes,2023-07-20,2023-07-20 01:24:00,In Progress,New,Website,No,0,2138,1997,7,Agent D,72,No,1,Average,"Sand, Fly Ash, Admixture, Water",1400
ORD1304,8601,Vikram,Cement Brick,Commercial,Small,Delhi,North,50057,1608,Online,No,2023-01-25,2023-01-25 17:48:00,In Progress,Returning,Website,No,0,2145,5456,9,Agent D,309,No,2,Very Poor,"Sand, Admixture",740
ORD1305,5613,Arjun,Refractory Brick,Industrial,Medium,Delhi,North,41023,740,Cash,No,2023-09-11,2023-09-11 15:49:00,Pending,Returning,Website,Yes,3175,975,4931,6,Agent C,30,Yes,1,Good,"Sand, Fly Ash, Gravel, Cement",2230
ORD1306,8728,Anita,Clay Brick,Commercial,Medium,Mumbai,West,26247,910,Cash,No,2023-06-29,2023-06-29 04:08:00,Completed,New,Phone,Yes,769,939,1881,3,Agent C,335,No,2,Poor,"Cement, Gravel, Fly Ash",2050
ORD1307,5910,Karan,Concrete Brick,Residential,Large,Mumbai,West,52638,541,Card,No,2023-06-07,2023-06-07 00:05:00,In Progress,New,Walk-in,No,0,1535,7483,5,Agent D,104,Yes,2,Poor,"Water, Fly Ash, Gravel, Sand",950
ORD1308,3838,Arjun,Fly Ash Brick,Commercial,Large,Mumbai,West,47039,654,Online,No,2023-12-08,2023-12-08 22:55:00,Pending,New,Walk-in,Yes,816,1708,2530,10,Agent C,332,Yes,1,Poor,"Gravel, Fly Ash, Sand",1160
ORD1309,2980,Anita,Refractory Brick,Commercial,Medium,Bangalore,South,19628,1007,Cash,Yes,2023-09-13,2023-09-13 15:45:00,Completed,New,Walk-in,No,0,838,1407,9,Agent A,186,No,1,Average,"Cement, Fly Ash",1700
ORD1310,7009,Pooja,Clay Brick,Residential,Large,Delhi,North,44605,1496,Card,No,2023-07-10,2023-07-10 12:52:00,Pending,Returning,App,No,0,1303,4093,5,Agent D,247,Yes,1,Poor,"Admixture, Water, Fly Ash, Gravel",1310
ORD1311,7137,Anita,Refractory Brick,Commercial,Small,Kolkata,East,61637,734,Card,No,2023-11-30,2023-11-30 06:11:00,In Progress,Returning,Website,No,0,2819,8217,10,Agent C,265,Yes,5,Good,"Admixture, Gravel, Water",2280
ORD1312,1180,Arjun,Concrete Brick,Residential,Large,Mumbai,West,15034,580,Online,Yes,2023-01-08,2023-01-08 14:00:00,Pending,New,App,No,0,2310,1544,4,Agent D,86,No,4,Excellent,"Gravel, Admixture, Water, Sand",1650
ORD1313,6251,Neha,Concrete Brick,Commercial,Small,Delhi,North,36751,904,Card,Yes,2023-02-15,2023-02-15 14:37:00,In Progress,New,Website,Yes,3024,2378,3018,2,Agent B,275,No,2,Good,"Admixture, Sand, Water, Cement",4480
ORD1314,2510,Vikram,Fly Ash Brick,Commercial,Small,Delhi,North,33657,1066,Card,No,2023-11-18,2023-11-18 23:46:00,In Progress,Returning,Phone,Yes,3401,1291,4728,3,Agent D,132,Yes,1,Poor,"Gravel, Admixture, Cement",3600
ORD1315,3154,Sanjay,Cement Brick,Residential,Large,Mumbai,West,74272,1311,Cash,Yes,2023-12-02,2023-12-02 06:30:00,Pending,New,Phone,No,0,1786,5538,2,Agent C,173,Yes,4,Good,"Water, Cement, Admixture, Fly Ash",3870
ORD1316,6367,Riya,Fly Ash Brick,Commercial,Small,Delhi,North,46196,668,Cash,No,2023-08-20,2023-08-20 06:38:00,In Progress,New,Website,No,0,2454,4020,6,Agent B,121,Yes,1,Excellent,"Gravel, Fly Ash, Cement, Sand",1310
ORD1317,6382,Pooja,Refractory Brick,Industrial,Medium,Kolkata,East,60257,687,Cash,Yes,2023-09-29,2023-09-29 21:09:00,In Progress,Returning,Website,Yes,587,1446,6014,8,Agent C,349,No,4,Excellent,"Gravel, Fly Ash, Sand",940
ORD1318,9379,Karan,Concrete Brick,Residential,Medium,Bangalore,South,64826,777,Cash,No,2023-08-30,2023-08-30 14:55:00,Completed,New,Walk-in,No,0,1359,6929,7,Agent D,328,Yes,2,Average,"Cement, Gravel, Sand",1780
ORD1319,3122,Sanjay,Refractory Brick,Commercial,Small,Chennai,South,24380,1482,Online,Yes,2023-12-08,2023-12-08 05:50:00,In Progress,Returning,Phone,No,0,2939,2132,5,Agent A,356,Yes,1,Average,"Admixture, Gravel",2240
ORD1320,4577,Anita,Clay Brick,Industrial,Medium,Kolkata,East,20426,1808,Cash,Yes,2023-02-10,2023-02-10 01:45:00,Completed,Returning,Walk-in,Yes,2812,2627,1230,6,Agent C,50,Yes,2,Poor,"Admixture, Water",2530
ORD1321,8242,Anita,Clay Brick,Commercial,Small,Mumbai,West,17054,1225,Online,No,2023-08-17,2023-08-17 06:28:00,In Progress,Returning,Walk-in,No,0,704,1842,5,Agent D,273,Yes,3,Average,"Sand, Water",140
